iata,icao,airport,latitude,longitude
DGR,NZDA,Dargaville Aerodrome,-35.9397,173.894
PCN,NZOK,Picton Aerodrome,-41.3461,173.956
PMR,NZPM,Palmerston North Airport,-40.3206,175.617
CMV,NZCX,Coromandel Aerodrome,-36.7917,175.509
ASG,NZAS,Ashburton Aerodrome,-43.9033,171.797
TUO,NZAP,Taupo Airport,-38.7397,176.084
WKA,NZWF,Wanaka Airport,-44.7222,169.246
WSZ,NZWS,Westport Airport,-41.7381,171.581
TWZ,NZUK,Pukaki Airport,-44.235,170.118
CHT,NZCI,Chatham Islands / Tuuta Airport,-43.81,-176.457
GMN,NZGM,Greymouth Airport,-42.4617,171.19
AKL,NZAA,Auckland Airport,-37.0081,174.792
PPQ,NZPP,Kapiti Coast Airport,-40.9047,174.989
NSN,NZNS,Nelson Airport,-41.2983,173.221
THH,,Taharoa Aerodrome,-38.1811,174.708
OAM,NZOU,Oamaru Airport,-44.97,171.082
KKE,NZKK,Kerikeri Airport (Bay of Islands Airport),-35.2628,173.912
WIR,NZWO,Wairoa Aerodrome,-39.0069,177.407
BHE,NZWB,Woodbourne Airport,-41.5183,173.87
WAG,NZWU,Whanganui Airport,-39.9622,175.025
TMZ,NZTH,Thames Aerodrome,-37.1567,175.55
WIK,NZKE,Waiheke Island Aerodrome,-36.8089,175.086
MZP,NZMK,Motueka Aerodrome,-41.1233,172.989
TRG,NZTG,Tauranga Airport,-37.6719,176.196
WHO,,Franz Josef Glacier Aerodrome,-43.3631,170.134
WRE,NZWR,Whangarei Airport,-35.7683,174.365
GIS,NZGS,Gisborne Airport,-38.6633,177.978
WTZ,NZWT,Whitianga Aerodrome,-36.8317,175.679
KAT,NZKT,Kaitaia Airport,-35.07,173.285
MON,NZMC,Mount Cook Aerodrome,-43.765,170.133
TIU,NZTU,Richard Pearse Airport,-44.3028,171.225
ZQN,NZQN,Queenstown Airport,-45.0211,168.739
DUD,NZDN,Dunedin International Airport,-45.9281,170.198
MFN,NZMF,Milford Sound Airport,-44.6733,167.923
WHK,NZWK,Whakatane Airport,-37.9206,176.914
KBZ,NZKI,Kaikoura Aerodrome,-42.425,173.605
HLZ,NZHN,Hamilton Airport,-37.8667,175.332
SZS,NZRC,Ryan's Creek Aerodrome,-46.8997,168.101
NPE,NZNR,Hawke's Bay Airport,-39.4658,176.87
WLG,NZWN,Wellington International Airport,-41.3272,174.805
ROT,NZRO,Rotorua Regional Airport,-38.1092,176.317
MRO,NZMS,Hood Aerodrome,-40.9733,175.634
NPL,NZNP,New Plymouth Airport,-39.0086,174.179
IVC,NZNV,Invercargill Airport,-46.4124,168.313
GTN,NZGT,Glentanner Aerodrome,-43.9067,170.128
TEU,NZMO,Te Anau Airport (Manapouri Airport),-45.5331,167.65
AMZ,NZAR,Ardmore Airport,-37.0297,174.973
RNM,OOGB,Qarn Alam Airport,21.383,57.05
BYB,,Dibba Airport,25.6142,56.2444
UKH,,Mukhaizna Airport,19.3864,56.4014
OHS,OOSH,Sohar Airport,24.386,56.6254
NMN,AYNO,Nomane Airport,-6.32183,145.071
KMN,FZSB,Kamina Airport (Kamina Ville Airport),-8.64202,25.2529
MNH,OORQ,Al-Musannah Airport,23.6406,57.4875
AOM,,Adam Airport,22.4919,57.3839
OMM,OOMX,Marmul Airport,18.136,55.1821
LKW,OOLK,Lekhwair Airport,22.805,55.3734
JNJ,,Duqm Jaaluni Airport,19.4749,57.3083
KHS,OOKB,Khasab Airport,26.171,56.2406
BJQ,,Bahja Airport,19.8731,56.0678
DQM,,Duqm International Airport,19.5019,57.6342
MCT,OOMS,Muscat International Airport,23.5933,58.2844
TTH,OOTH,RAFO Thumrait,17.666,54.0246
FAU,OOFD,Fahud Airport,22.3548,56.4841
RMB,OOBR,Buraimi Airport,24.2411,55.7847
MSH,OOMA,Masirah Air Base,20.6754,58.8905
SUH,OOSR,Sur Airport,22.533,59.483
SLL,OOSA,Salalah International Airport,17.0387,54.0913
LRM,MDLR,La Romana International Airport (Casa de Campo International Airport),18.4507,-68.9118
TJC,,Ticantiqui Airport,9.4185,-78.4896
CTE,,Carti Airport,9.31347,-79.1016
CTD,MPCE,Chitre Alonso Valderrama Airport,7.98784,-80.4097
ONX,MPEJ,Enrique Adolfo Jimenez Airport,9.35664,-79.8674
RIH,MPSM,Scarlett Martinez International Airport,8.37588,-80.1279
PYC,,Playon Chico Airport,9.30518,-78.2359
BOC,MPBO,Bocas del Toro Isla Colon International Airport,9.34085,-82.2508
BLB,MPHO,Panama Pacifico International Airport,8.91479,-79.5996
SYP,MPSA,Ruben Cantu Airport,8.0856,-80.9453
OGM,,Ustupu-Ogobsucum Airport,9.1383,-77.9339
NBL,MPWN,Wannukandi Airport,9.4496,-78.9795
PYV,,Yaviza Airport,8.1528,-77.687
BFQ,,Bahia Pina Airport,7.583,-78.2
PDM,,Pedasi Airport (Capt. J. Montenegro Airport),7.55688,-80.0233
CZJ,,Corazon de Jesus Airport,9.4446,-78.5888
GHE,,Garachine Airport,8.0644,-78.3673
ACU,,Achutupo Airport,8.43166,-77.9652
OTD,,Contadora Airport,8.62876,-79.0347
CHX,MPCH,Changuinola Capitan Manuel Nino International Airport,9.45896,-82.5151
PAC,MPMG,Albrook Marcos A. Gelabert International Airport,8.97334,-79.5556
JQE,MPJE,Jaque Airport,7.51778,-78.1572
AIL,,Ailigandi Airport,9.2226,-78.0236
PTY,MPTO,Tocumen International Airport,9.07136,-79.3835
UTU,,Ustupo Airport,9.1283,-77.9337
AML,,Puerto Armuelles Airport,8.26806,-82.8649
PUE,MPOA,Puerto Obaldia Airport,8.667,-77.418
NMG,,San Miguel Airport,8.4566,-78.9339
NGN,,Nargana Airport,9.06667,-78.0167
TUW,,Tubala Airport,9.52,-79.03
DAV,MPDA,Enrique Malek International Airport,8.391,-82.435
SIC,,San Jose Airport,8.2622,-79.078
PLP,MPLP,Captain Ramon Xatruch Airport,8.40667,-78.1417
ELE,,El Real Airport,8.1072,-77.7252
MPP,,Mulatupo Airport,8.9453,-77.7331
PVE,MPVR,El Porvenir Airport,9.558,-78.947
MPI,,Mamitupo Airport,9.1851,-77.9841
IVI,,Viveros Island Airport,8.4693,-79.0016
SAX,,Sambu Airport,8.017,-78.2
SYC,SPSY,Shiringayoc Airport,-11.898,-69.0625
TRU,SPRU,FAP Captain Carlos Martinez de Pinillos International Airport,-8.08141,-79.1088
SQU,SPOA,Saposoa Airport,-6.96003,-76.7684
CUZ,SPZO,Alejandro Velasco Astete International Airport,-13.5357,-71.9388
BLP,SPBL,Huallaga Airport,-7.06056,-76.5822
JAU,SPJJ,Francisco Carle Airport,-11.7831,-75.4734
CIX,SPHI,FAP Captain Jose Abelardo Quinones Gonzales International Airport,-6.78748,-79.8281
JJI,SPJI,Juanjui Airport,-7.1691,-76.7286
SJA,SPJN,San Juan de Marcona Airport,-15.3525,-75.1372
YMS,SPMS,Moises Benzaquen Rengifo Airport,-5.89377,-76.1182
TYL,SPYL,Capitan FAP VIctor Montes Arias International Airport,-4.57664,-81.2541
IQT,SPQT,Coronel FAP Francisco Secada Vignetta International Airport,-3.78474,-73.3088
JUL,SPJL,Inca Manco Capac International Airport,-15.4671,-70.1582
CJA,SPJR,Mayor General FAP Armando Revoredo Iglesias Airport,-7.13918,-78.4894
VVN,,Las Malvinas Airport,-11.8549,-72.9393
TBP,SPME,Cap. FAP Pedro Canga Rodriguez Airport,-3.55253,-80.3814
ATA,SPHZ,Comandante FAP German Arias Graziani Airport,-9.34744,-77.5984
ILQ,SPLO,Ilo Airport,-17.695,-71.344
CHM,SPEO,Tnte. FAP Jaime Montreuil Morales Airport,-9.14961,-78.5238
LIM,SPIM,Jorge Chavez International Airport,-12.0219,-77.1143
NZC,SPZA,Maria Reiche Neuman Airport,-14.854,-74.9615
AYX,SPAY,Tnte. Gral. Gerardo Perez Pinedo Airport,-10.7292,-73.7667
TGI,SPGM,Tingo Maria Airport,-9.133,-75.95
RIM,SPLN,San Nicolas Airport,-6.39231,-77.5012
AQP,SPQU,Rodriguez Ballon International Airport,-16.3411,-71.5831
CHH,SPPY,Chachapoyas Airport,-6.20181,-77.8561
PIU,SPUR,FAP Captain Guillermo Concha Iberico International Airport,-5.20575,-80.6164
PCL,SPCL,FAP Captain David Abensur Rengifo International Airport,-8.37794,-74.5743
AOP,,Alferez FAP Alfredo Vladimir Sara Bauer Airport,-2.79613,-76.4666
AYP,SPHO,Coronel FAP Alfredo Mendivil Duarte Airport,-13.1548,-74.2044
MBP,SPBB,Moyobamba Airport,-6.01889,-76.9883
IBP,SPBR,Iberia Airport,-11.4116,-69.4887
RIJ,SPJA,Juan Simons Vela Airport,-6.06786,-77.16
MZA,SPMF,Manuel Prado Ugarteche Airport,-11.3254,-74.5356
ANS,SPHY,Andahuaylas Airport,-13.7064,-73.3504
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.0533,-70.2758
JAE,SPJE,Jaen Airport,-5.59248,-78.774
PIO,SPSO,Capitan FAP Renan Elias Olivera Airport,-13.7449,-76.2203
UMI,SPIL,Quince Mil Airport,-13.2333,-70.7533
TDP,SPDR,Trompeteros Airport,-3.80601,-75.0393
HUU,SPNC,Alferez FAP David Figueroa Fernandini Airport,-9.87881,-76.2048
PEM,SPTU,Padre Aldamiz International Airport,-12.6136,-69.2286
ALD,SPAR,Alerta Airport,-11.683,-69.333
TPP,SPST,Cad. FAP Guillermo del Castillo Paredes Airport,-6.50874,-76.3732
SMG,SPMR,Santa Maria Airport,-11.9833,-77
NKP,,Nukutepipi Airport,-20.7,-143.047
KHZ,NTKA,Kauehi Airport,-15.7808,-145.124
UOA,NTTX,Mururoa Airport,-21.8586,-138.82
FAC,NTKF,Faaite Airport,-16.6867,-145.329
UAP,NTMP,Ua Pou Airport,-9.35167,-140.078
PPT,NTAA,Fa'a'a International Airport,-17.5537,-149.607
UAH,NTMU,Ua Huka Airport,-8.93611,-139.552
FHZ,NTKH,Fakahina Airport,-15.9922,-140.165
TPX,NTTU,Tupai Airport,-16.2423,-151.834
APK,NTGD,Apataki Airport,-15.5736,-146.415
AHE,NTHE,Ahe Airport,-14.4281,-146.257
HUH,NTTH,Huahine - Fare Airport,-16.6872,-151.022
RUR,NTAR,Rurutu Airport,-22.4341,-151.361
FGU,NTGB,Fangatau Airport,-15.8199,-140.887
AXR,NTGU,Arutua Airport,-15.2483,-146.617
KKR,NTGK,Kaukura Airport,-15.6633,-146.885
REA,NTGE,Reao Airport,-18.4659,-136.44
PKP,NTGP,Puka-Puka Airport,-14.8095,-138.813
HHZ,NTGH,Hikueru Airport,-17.5447,-142.614
MVT,NTGV,Mataiva Airport,-14.8681,-148.717
AAA,NTGA,Anaa Airport,-17.3526,-145.51
FAV,NTGF,Fakarava Airport,-16.0541,-145.657
NUK,NTGW,Nukutavake Airport,-19.285,-138.772
RKA,NTKK,Aratika-Nord Airport,-15.4853,-145.47
TUB,NTAT,Tubuai - Mataura Airport,-23.3654,-149.524
TIH,NTGC,Tikehau Airport,-15.1196,-148.231
NAU,NTGN,Napuka Airport,-14.1768,-141.267
TTI,NTTE,Tetiaroa Airport,-17.0133,-149.587
KXU,NTKT,Katiu Airport,-16.3394,-144.403
TKX,NTKR,Takaroa Airport,-14.4558,-145.025
VHZ,NTUV,Vahitahi Airport,-18.78,-138.853
TKV,NTGO,Tatakoto Airport,-17.3553,-138.445
MAU,NTTP,Maupiti Airport,-16.4265,-152.244
PUK,NTGQ,Pukarua Airport,-18.2956,-137.017
ZTA,NTGY,Tureia Airport,-20.7897,-138.57
MOZ,NTTM,Moorea Airport (Temae Airport),-17.49,-149.762
HOI,NTTO,Hao Airport,-18.0748,-140.946
GMR,NTGJ,Totegegie Airport (Gambier Island Airport),-23.0799,-134.89
TKP,NTGT,Takapoto Airport,-14.7095,-145.246
RGI,NTTG,Rangiroa Airport,-14.9543,-147.661
RFP,NTTR,Raiatea Airport (Uturoa Airport),-16.7229,-151.466
RMT,NTAM,Rimatara Airport,-22.6373,-152.806
NIU,NTKN,Niau Airport,-16.1191,-146.368
AUQ,NTMN,Atuona Airport,-9.76879,-139.011
BOB,NTTB,Bora Bora Airport (Motu Mute Airport),-16.4444,-151.751
MKP,NTGM,Makemo Airport,-16.5839,-143.658
XMH,NTGI,Manihi Airport,-14.4368,-146.07
RRR,NTKO,Raroia Airport,-16.045,-142.477
NHV,NTMD,Nuku Hiva Airport,-8.7956,-140.229
RVV,NTAV,Raivavae Airport,-23.8852,-147.662
TJN,NTKM,Takume Airport,-15.8547,-142.268
SBV,AYSH,Sabah Airport,-5.5765,155.049
KSB,AYNM,Kasanombe Airport,-6.3819,146.986
SFU,AYSF,Safia Airport,-9.59306,148.636
KSG,,Kisengam Airport,-6.362,146.71
SGB,,Singaua Airport,-6.7,147.133
KSP,AYOP,Kosipe Airport,-8.45072,147.209
SGJ,,Sagarai Airport,-10.3833,149.833
KSX,AYYR,Yasuru Airport,-6.6015,146.181
SIL,AYSG,Sila Airport,-9.07356,148.389
MFO,,Manguna Airport,-5.57778,151.792
SIM,AYSJ,Simbai Airport,-5.27861,144.545
KTK,,Kunua Airport,-5.7828,154.74
SIZ,AYZN,Sissano Airport,-2.99944,142.044
KUP,,Kupiano Airport,-10.0736,148.218
SMH,AYSP,Sapmanga Airport,-6.07528,146.811
KUQ,AYKU,Kuri Airport,-7.13508,143.276
SMJ,AYXI,Sim Airport,-7.75,146.927
KUX,AYUY,Kuyol Airport,-5.37236,141.624
SMP,,Stockholm Airport,-4.358,151.533
KVE,,Kitava Island Airport,-8.6285,151.327
SPH,AYQO,Sopu Airport,-8.3038,147.166
KWO,AYKW,Kawito Airport,-7.97701,142.824
SPV,,Sepik Plains Airport,-3.8821,143.673
SGK,AYSK,Sangapi Airport,-5.12583,144.324
SQT,AYCS,China Strait Airstrip,-10.5628,150.691
KWV,,Kurwina Airport,-5.965,155.36
MKN,AYMV,Malekolon Airport,-4.02343,153.657
KWX,,Kiwai Island Airport,-8.6883,143.618
MLQ,AYMP,Malalaua Airport,-8.07139,146.155
ABW,,Abau Airport,-10.1956,148.739
SSS,,Siassi Airport,-5.5965,147.811
KXR,,Karoola Airport,-5.1431,154.593
MMV,AYYM,Mal Island Airport,-1.39444,144.171
KYX,AYYE,Yalumet Airport,-6.09,147.012
SUZ,,Suria Airport,-9.032,147.45
KZF,AYKT,Kaintiba Airport,-7.50025,146.034
SWE,AYEW,Siwea Airport,-6.28464,147.581
LAB,AYLB,Lab Lab Airport,-5.7204,148.057
SWG,AYSW,Satwag Airport,-6.13956,147.279
LGM,,Laiagam Airport,-5.4923,143.488
SWR,AYZI,Silur Airport,-4.52989,153.054
LGN,AYLL,Linga Linga Airport,-5.53194,149.734
SXA,AYQS,Sialum Airport,-6.0908,147.596
LHP,,Lehu Airport,-6.52749,155.712
SXH,AYSL,Sehulea Airport,-9.96453,151.162
LMG,,Lamassa Airport,-4.7,152.75
SXW,AYSV,Sauren Airport,-5.9701,148.854
LMI,AYLU,Lumi Airport,-3.47684,142.041
MNP,,Maron Island Airport,-1.5504,145.017
LNC,AYLT,Lengbati Airport,-6.38461,147.369
MPF,AYPO,Mapoda Airport,-7.979,143.169
LNF,,Munbil Airport,-4.85594,141.22
MPG,AYMJ,Makini Airport,-6.53222,147.651
LNG,AYLS,Lese Airport,-8.2799,146.277
MPU,AYMZ,Mabua Airstrip,-2.81139,151.991
LNM,AYLN,Langimar Airport,-7.22314,146.227
TBA,,Tabibuga Airport,-5.5766,144.651
LNQ,,Loani Airport,-10.5815,150.593
TBE,AYTV,Timbunke Airport,-4.19663,143.519
LPN,AYLP,Leron Plains Airport,-6.3917,146.343
MPX,AYIY,Miyanmin Airport,-4.90306,141.621
LSJ,AYLX,Long Island Airport,-5.3604,147.018
TBQ,AYTR,Tarabo Airport,-6.46667,145.532
AYU,AYAY,Aiyura Airport,-6.33806,145.904
MQO,AYMQ,Malam Airport,-8.70917,142.65
LTF,,Leitre Airport,-2.8337,141.626
TCJ,AYVM,Torembi Airport,-4.0165,143.133
LWI,AYLO,Lowai Airport,-6.3344,146.646
TCK,AYYL,Tinboli Airport,-4.0949,143.384
MAP,,Mamai Airport,-10.2908,149.519
MRH,,May River Airport,-4.3615,141.785
MBV,AYSX,Masa Airport,-6.345,147.591
TDB,AYTF,Tetebedi Airport,-9.1586,148.069
MDM,AYDK,Munduku Airport,-4.6204,143.452
TEO,AYTY,Terapo Airport,-8.16972,146.194
MFZ,,Meselia Airport,-6.1364,149.118
TEP,AYTP,Teptep Airport,-5.9553,146.559
MGG,,Margarima Airport,-5.979,143.359
TFB,AYTH,Tifalmin Airport,-5.1173,141.419
AGG,,Angoram Airport,-4.05583,144.074
TFM,AYTE,Telefomin Airport,-5.12608,141.642
MGP,,Manga Airport,-4.147,153.019
MVI,,Manetai Airport,-6.12,155.39
MHY,AYEH,Morehead Airport,-8.71411,141.644
TGL,AYTG,Tagula Airport,-11.3311,153.203
AGL,AYWG,Wanigela Airport,-9.3375,149.156
TIG,,Tingwon Airport,-2.6053,149.711
TAJ,,Tadji Airport,-3.19819,142.431
MWG,AYMW,Marawaka Airport,-6.9736,145.885
AIE,AYAO,Aiome Airport,-5.1457,144.731
MWI,AYRM,Maramuni Airport,-5.13,143.483
AIH,AYAK,Aiambak Airport,-7.34278,141.268
MWU,,Mussau Island Airport,-1.5,149.667
KKD,AYKO,Kokoda Airport,-8.88468,147.731
TKB,AYTZ,Tekadu Airport,-7.6808,146.55
KIE,AYIQ,Aropa Airport,-6.30542,155.728
TKW,AYTN,Tekin Airport,-5.24367,142.165
IIS,AYIA,Nissan Island Airport,-4.49972,154.226
MXK,AYMI,Mindik Airport,-6.47167,147.441
IHU,,Ihu Airport,-7.89756,145.396
TLO,AYXO,Tol Airport,-4.98083,152.01
ATN,AYNX,Namatanai Airport,-3.6695,152.438
TLP,AYQL,Tumolbil Airport,-4.7748,141.013
AUP,AYAG,Agaun Airport,-9.93083,149.386
MYX,AYMC,Menyamya Airport,-7.21167,146.019
KGW,AYKQ,Kagi Airport,-9.13592,147.669
MZN,,Minj Airport,-5.86667,144.667
AWB,AYAW,Awaba Airport,-8.00611,142.748
NBA,AYNY,Nambaiyufa Airport,-6.2412,145.242
MIS,AYMS,Misima Island Airport,-10.6892,152.838
TOK,,Torokina Airport,-6.2015,155.063
MDU,AYMN,Mendi Airport,-6.14774,143.657
TON,AYVO,Tonu Airport,-6.6552,155.433
KDR,AYKC,Kandrian Airport,-6.19217,149.548
NDI,AYNJ,Namudi Airport,-9.47375,148.329
MAS,AYMO,Momote Airport,-2.06189,147.424
NDN,AYNC,Nadunumu Airport,-9.14356,147.684
MAG,AYMD,Madang Airport,-5.20708,145.789
TRJ,AYTT,Tarakbits Airport,-5.614,141.042
GKA,AYGA,Goroka Airport,-6.08169,145.392
TSI,,Tsile Tsile Airport,-6.8498,146.355
HGU,AYMH,Mount Hagen Airport,-5.82679,144.296
TSK,,Taskul Airport,-2.546,150.455
MRM,AYMA,Manari Airport,-9.1908,147.622
TSW,AYTS,Tsewi Airport,-7.0695,146.127
GUR,AYGN,Gurney Airport,-10.3115,150.334
NGR,,Ningerum Airport,-5.66667,141.117
PNP,AYGR,Girua Airport,-8.80454,148.309
NIS,AYSE,Simberi Airport,-2.66222,151.998
POM,AYPY,Jacksons International Airport,-9.44338,147.22
TUT,,Tauta Airport,-5.8335,145.934
LSA,AYKA,Losuia Airport,-8.50582,151.081
TWY,AYTW,Tawa Airport,-7.4463,146.107
MXH,AYMR,Moro Airport,-6.36333,143.238
NKN,AYNA,Nankina Airport,-5.837,146.453
GMI,AYGT,Gasmata Airport,-6.27111,150.331
NOO,,Naoro Airport,-9.25445,147.621
SDI,AYSD,Saidor Airport,-5.62714,146.463
NPG,,Nipa Airport,-6.1454,143.453
LNV,AYKY,Lihir Island Airport,-3.04361,152.629
NUG,AYNI,Nuguria Airstrip,-3.4075,154.738
LMY,,Lake Murray Airport,-7.00992,141.494
NUT,,Nutuve Airport,-5.63333,151.383
SKC,AYSU,Suki Airport,-8.0466,141.722
UBI,AYUI,Buin Airport,-6.72917,155.683
HKN,AYHK,Hoskins Airport,-5.46217,150.405
NWT,,Nowata Airport,-9.98417,149.729
HEO,,Haelogo Airport,-9.13658,147.598
OBM,AYMB,Morobe Airport,-7.74,147.59
NOM,ATNR,Nomad River Airport,-6.294,142.234
OGE,AYOG,Ogeramnang Airport,-6.46675,147.364
JAQ,,Jacquinot Bay Airport,-5.6525,151.507
OKP,AYOJ,Oksapmin Airport,-5.2261,142.226
LAE,AYNZ,Lae Nadzab Airport,-6.5698,146.726
UKU,AYNU,Nuku Airport,-3.67665,142.484
ITK,,Itokama Airport,-9.20153,148.264
ULE,,Sule Airport,-4.97472,151.297
OBX,AYOB,Obo Airport,-7.59062,141.324
OKV,AYOF,Okao Airport,-5.55667,141.033
KVG,AYKV,Kavieng Airport,-2.5794,150.808
OLQ,AYOV,Olsobip Airport,-5.38972,141.515
KUY,,Kamusi Airport,-7.42035,143.122
UMC,AYUC,Umba Airport,-7.0214,145.966
RAB,AYTK,Rabaul Airport (Tokua Airport),-4.34046,152.38
OML,,Omkalai Airport,-6.179,144.96
KRJ,AYQA,Karawari Airport,-4.59667,143.523
OPB,,Open Bay Airport,-4.79473,151.696
KRI,AYKK,Kikori Airport,-7.42438,144.25
OPU,AYBM,Balimo Airport,-8.05,142.933
ONB,AYQQ,Ononge Airport,-8.67436,147.262
UPR,AYUR,Upiara Airport,-8.5411,142.65
MJJ,,Moki Airport,-5.7181,145.24
URU,AYUE,Uroubi Airport,-9.5162,148.559
KMR,AYRI,Karimui Airport,-6.4921,144.823
USO,,Usino Airport,-5.5276,145.371
SAM,,Salamo Airport,-9.6701,150.79
UUU,,Manumu Airport,-9.0746,147.574
KMA,AYKM,Kerema Airport,-7.96361,145.771
OSE,AYOM,Omora Airport,-7.82778,147.081
TBG,AYTB,Tabubil Airport,-5.27861,141.226
UVO,AYUZ,Uvol Airport,-6.0178,150.956
TDS,AYSS,Sasereme Airport,-7.6217,142.868
OSG,AYZS,Ossima Airport,-2.91556,141.297
TFI,AYTU,Tufi Airport,-9.07595,149.32
OTY,,Oria Airport,-6.57761,155.771
GAP,AYGP,Gusap Airport,-6.0532,145.959
PAW,,Pambwa Airport,-10.5833,151.083
TIZ,AYTA,Tari Airport,-5.845,142.948
PDI,AYPD,Pindiu Airport,-6.44514,147.516
TLW,AYVL,Talasea Airport,-5.2726,150.009
PGB,AYPC,Pangoa Airport,-7.0226,141.561
FNE,AYFA,Fane Airport,-8.54928,147.086
PGE,,Yegepa Airport,-7.13444,146.156
TPI,AYTI,Tapini Airport,-8.35667,146.989
PGN,AYPG,Pangia Airport,-6.386,144.108
FIN,AYFI,Finschhafen Airport,-6.62175,147.854
WAJ,AYWF,Wawoi Falls Airport,-6.9523,142.656
UNG,AYKI,Kiunga Airport,-6.12571,141.282
PLE,AYPB,Paiela Airport,-5.3725,142.976
VAI,AYVN,Vanimo Airport,-2.6926,141.303
PMN,AYPQ,Pumani Airport,-9.7469,149.477
VIV,,Vivigani Airfield,-9.30333,150.319
WBC,AYWJ,Wapolu Airport,-9.3376,150.509
EFG,AYEF,Efogi Airport,-9.15381,147.66
UAE,AYAE,Mount Aue Airport,-6.23417,144.665
VMU,AYBA,Baimuru Airport,-7.49686,144.82
WEP,AYXW,Weam Airport,-8.6184,141.138
WAO,AYWB,Wabo Airport,-6.98944,145.075
PMP,AYPJ,Pimaga Airport,-6.49917,143.51
WBM,AYWD,Wapenamanda Airport,-5.6433,143.895
WGU,,Wagau Airport,-6.8519,146.802
WPM,AYXP,Wipim Airport,-8.78822,142.882
PPX,,Param Airport,-9.99,149.477
WTP,AYWT,Woitape Airport,-8.54583,147.253
WIU,AYIX,Witu Airport,-4.68952,149.44
WWK,AYWK,Wewak Airport,-3.58383,143.669
WKN,AYWQ,Wakunai Airport,-5.8603,155.222
DAU,AYDU,Daru Airport,-9.08676,143.208
PUA,,Puas Airport,-2.395,150.236
CMU,AYCH,Chimbu Airport,-6.02429,144.971
PUI,,Pureni Airport,-5.8429,142.828
CGC,AYCG,Cape Gloucester Airport,-5.45896,148.432
RAA,,Rakanda Airport,-4.2096,152.439
BUL,AYBU,Bulolo Airport,-7.21629,146.65
WNU,AYWH,Wanuma Airport,-4.8961,145.321
BUA,AYBK,Buka Island Airport,-5.42232,154.673
WOA,AYWO,Wonenara Airport,-6.79686,145.892
BSP,AYBH,Bensbach Airport,-8.85806,141.259
RAW,,Arawa Airport,-6.22056,155.571
BPK,AYBQ,Biangabip Airport,-5.52639,141.745
WSA,AYIW,Wasua Airport,-8.2836,142.87
BOT,AYET,Bosset Airport,-7.23726,141.106
RAX,AYYO,Oram Airport,-9.63292,148.048
ABP,,Atkamba Airport,-6.06556,141.095
WSU,AYWS,Wasu Airport,-5.96171,147.198
ADC,AYAN,Andakombe Airport,-7.13722,145.745
WTT,AYWC,Wantoat Airport,-6.1325,146.468
AEK,AYAX,Aseki Airport,-7.3508,146.194
WUG,AYWU,Wau Airport,-7.34556,146.719
AFR,AYAF,Afore Airport,-9.14222,148.391
WUM,,Wasum Airport,-6.0491,149.337
AGK,,Kagua Airport,-6.39639,143.854
WUV,AYVW,Wuvulu Island Airport,-1.73611,142.837
AKG,AYGU,Anguganak Airport,-3.5605,142.217
XBN,AYBZ,Biniguni Airport,-9.6425,149.304
AMF,AYAA,Ama Airport,-4.10111,141.67
RBP,AYRE,Rabaraba Airport,-9.97111,149.832
AMG,,Amboin Airport,-4.6,143.5
RGE,,Porgera Airport,-5.4792,143.124
AMU,AYAM,Amanab Airport,-3.586,141.214
XYR,AYED,Edwaki Airport,-3.88399,141.792
AOA,,Aroa Airport,-9.0254,146.8
YEQ,AYYK,Yankisa Airport,-5.10972,143.918
AOB,,Annanberg Airport,-4.90417,144.636
RKU,AYRK,Kairuku Airport,-8.817,146.524
AON,,Arona Airport,-6.25,145.967
RMN,AYRG,Rumginae Airport,-5.89722,141.272
APP,,Asapa Airport,-8.97917,148.104
RNR,,Robinson River Airport,-10.171,148.823
APR,AYPE,April River Airport,-4.67667,142.54
RUU,,Ruti Airport,-5.33444,144.257
ARP,,Aragip Airport,-9.88333,149.483
YVD,AYXE,Yeva Airport,-7.548,146.188
ASZ,,Asirim Airport,-6.00972,150.369
SBC,AYSO,Selbang Airport,-5.315,141.752
ATP,AYAI,Aitape Airstrip,-3.14361,142.347
ZEN,AYZA,Zenag Airport,-6.95222,146.616
AUI,AYND,Aua Island Airport,-1.46056,143.065
SBE,AYSA,Suabi Airport,-6.10444,142.278
AUJ,AYAT,Ambunti Airport,-4.21567,142.823
WED,,Wedau Airport,-10.0954,150.083
AUV,AYUM,Aumo Airport,-5.73111,148.445
AWR,,Awar Airport,-4.124,144.853
AZB,,Amazon Bay Airport,-10.2992,149.338
BAA,AYBL,Bialla Airport,-5.33056,151.008
BAJ,,Bali Airport,-4.88333,149.133
BAP,,Baibara Airport,-10.3432,149.641
BCP,AYBC,Bambu Airport,-5.86361,146.492
BDZ,AYBG,Baindoung Airport,-6.34722,146.942
BEA,,Bereina Airport,-8.64,146.508
BIJ,,Biliau Airport,-5.578,146.339
BIZ,,Bimin Airport,-5.28611,142.033
BMH,AYBO,Bomai Airport,-6.37317,144.637
BMZ,AYBF,Bamu Airport,-7.8485,143.243
BNM,AYBD,Bodinumu Airport,-9.10778,147.667
BNT,AYDI,Bundi Airport,-5.74222,145.227
BNV,,Boana Airport,-6.433,146.825
BNZ,,Banz Airport,-5.807,144.623
BOQ,,Boku Airport,-6.5427,155.342
BOV,,Boang Island Airport,-3.3834,153.281
